customer_id,name,email,phone,gender,age,city,registration_date,account_age_days,total_orders,total_spend,avg_order_value,purchase_frequency,last_purchase_days,last_purchase_date,app_sessions_monthly,email_open_rate,wishlist_items,cart_abandonment_rate,reviews_written,avg_rating_given,referrals_made,support_tickets,returns_count,returns_rate,preferred_category,preferred_payment,engagement_score,sentiment_score,brand_interaction,nps_score,reward_preference,behavior_type
SK001235,Veer Joshi,veer.joshi6@outlook.com,+91-8036375964,M,36,Jaipur,2025-01-23,437,8,14784,1848,3,47,2026-02-17,6,0.23,5,0.31,2,4.8,0,0,0,0.12,Ethnic Wear,Debit Card,53,73,37,8,Cashback,occasional
SK001236,Isha Kapoor,isha.kapoor26@outlook.com,+91-8445168901,F,18,Hyderabad,2024-11-30,491,11,34947,3177,6,16,2026-03-20,8,0.44,6,0.43,2,4.4,1,3,0,0.08,Footwear,COD,57,49,54,9,Cashback,regular
SK001237,Divya Mittal,divya.mittal23@yahoo.com,+91-9205790150,F,24,Coimbatore,2024-05-01,704,4,5600,1400,4,55,2026-02-09,7,0.22,2,0.2,2,3.6,0,2,0,0.13,Footwear,COD,47,42,30,7,Cashback,occasional
SK001238,Neha Chopra,neha.chopra61@outlook.com,+91-7754751483,F,26,Lucknow,2025-01-08,452,8,26888,3361,1,80,2026-01-15,3,0.17,1,0.61,1,4.1,0,3,1,0.21,Ethnic Wear,Debit Card,23,28,14,5,Gift Card,at_risk
SK001239,Harsh Desai,harsh.desai97@yahoo.com,+91-8663688278,M,18,Nagpur,2024-12-03,488,38,277932,7314,15,12,2026-03-24,21,0.49,17,0.54,12,3.9,2,0,1,0.03,Ethnic Wear,COD,87,95,100,10,Free Shipping,loyal
SK001240,Khushi Verma,khushi.verma71@hotmail.com,+91-9942189643,F,32,Ahmedabad,2025-04-21,349,29,175856,6064,10,1,2026-04-04,30,0.66,15,0.49,15,4.9,4,2,1,0.04,Ethnic Wear,COD,81,94,100,9,Free Shipping,loyal
SK001241,Vikram Patel,vikram.patel90@gmail.com,+91-8678564536,M,34,Coimbatore,2025-06-28,281,29,205436,7084,11,13,2026-03-23,26,0.62,17,0.67,4,3.8,3,2,1,0.05,Western Wear,UPI,81,61,100,10,Exclusive Collections,loyal
SK001242,Swati Khanna,swati.khanna28@gmail.com,+91-7597388358,F,30,Kochi,2025-09-08,209,8,14768,1846,5,28,2026-03-08,11,0.44,9,0.69,5,4.4,0,3,0,0.12,Ethnic Wear,Credit Card,62,56,74,6,Exclusive Collections,regular
SK001243,Deepak Desai,deepak.desai97@outlook.com,+91-9391035419,M,18,Gurgaon,2024-10-08,544,3,2520,840,1,178,2025-10-09,0,0.09,0,0.67,0,,0,0,0,0.12,Sportswear,Wallet,14,52,0,2,Cashback,dormant
SK001244,Aditya Bansal,aditya.bansal93@gmail.com,+91-9317293647,M,51,Kochi,2024-08-31,582,5,14260,2852,4,41,2026-02-23,3,0.28,5,0.42,1,4.1,0,0,0,0.13,Accessories,UPI,45,66,26,5,Cashback,occasional
SK001245,Kabir Verma,kabir.verma22@outlook.com,+91-7910227212,M,23,Chandigarh,2025-12-28,98,9,20511,2279,6,27,2026-03-09,10,0.31,3,0.53,2,3.8,0,2,0,0.05,Accessories,Debit Card,59,44,39,7,Cashback,regular
SK001246,Iraa Shah,iraa.shah83@hotmail.com,+91-8786565361,F,41,Mumbai,2025-11-23,133,14,34230,2445,5,18,2026-03-18,9,0.3,8,0.24,2,3.7,2,0,0,0.06,Ethnic Wear,Credit Card,68,79,72,7,Free Shipping,regular
SK001247,Ayaan Tiwari,ayaan.tiwari25@yahoo.com,+91-7500063026,M,46,Gurgaon,2025-05-20,320,7,14518,2074,1,52,2026-02-12,2,0.14,1,0.64,1,4.8,0,1,1,0.24,Sportswear,COD,31,40,12,4,Cashback,at_risk
SK001248,Ahana Malhotra,ahana.malhotra87@hotmail.com,+91-7733921406,F,27,Chennai,2024-04-09,726,11,41217,3747,4,13,2026-03-23,13,0.35,4,0.61,1,3.8,2,0,1,0.1,Sportswear,Wallet,68,60,63,9,Free Shipping,regular
SK001249,Riya Gupta,riya.gupta91@yahoo.com,+91-7997889700,F,36,Ahmedabad,2024-10-08,544,9,21195,2355,4,20,2026-03-16,8,0.35,2,0.52,5,4.4,2,3,0,0.05,Western Wear,UPI,72,65,67,6,Free Shipping,regular
SK001250,Dev Kulkarni,dev.kulkarni24@outlook.com,+91-8118665096,M,18,Pune,2025-02-08,421,22,125950,5725,14,6,2026-03-30,25,0.62,9,0.48,6,3.6,3,1,0,0.03,Western Wear,Debit Card,92,81,100,10,Exclusive Collections,loyal
SK001251,Darsh Mittal,darsh.mittal80@outlook.com,+91-9054063752,M,28,Coimbatore,2025-04-17,353,9,14238,1582,5,25,2026-03-11,11,0.35,3,0.35,1,4.2,1,2,0,0.06,Footwear,Wallet,73,49,46,9,Early Access,regular
SK001252,Meera Chopra,meera.chopra79@yahoo.com,+91-9338325691,F,36,Pune,2024-06-23,651,32,123008,3844,9,2,2026-04-03,25,0.59,8,0.56,9,4.8,2,1,1,0.04,Sportswear,Debit Card,86,88,100,9,Exclusive Collections,loyal
SK001253,Ayaan Desai,ayaan.desai38@hotmail.com,+91-8445383541,M,32,Indore,2025-11-20,136,21,118650,5650,10,2,2026-04-03,21,0.65,20,0.25,13,3.7,1,1,1,0.06,Ethnic Wear,Credit Card,82,95,100,8,Cashback,loyal
SK001254,Anika Joshi,anika.joshi81@yahoo.com,+91-8417574104,F,39,Surat,2024-05-24,681,9,27063,3007,6,18,2026-03-18,12,0.39,9,0.2,4,4.9,0,3,1,0.12,Western Wear,UPI,68,54,71,6,Cashback,regular
SK001255,Komal Desai,komal.desai83@outlook.com,+91-9588321039,F,27,Pune,2024-10-04,548,3,7101,2367,3,53,2026-02-11,6,0.2,1,0.34,0,,0,1,0,0.12,Western Wear,COD,51,45,15,7,Cashback,occasional
SK001256,Ahana Menon,ahana.menon58@outlook.com,+91-9885793476,F,41,Vadodara,2026-01-31,64,5,11880,2376,4,39,2026-02-25,3,0.15,3,0.6,2,4.4,0,0,0,0.08,Ethnic Wear,UPI,42,71,25,8,Discount,occasional
SK001257,Pallavi Joshi,pallavi.joshi95@yahoo.com,+91-9017495686,F,22,Noida,2025-06-23,286,2,2234,1117,2,40,2026-02-24,3,0.25,0,0.55,1,3.6,0,2,0,0.12,Sportswear,Credit Card,40,37,11,8,Free Shipping,occasional
SK001258,Vihaan Singh,vihaan.singh20@gmail.com,+91-9693426363,M,36,Gurgaon,2025-09-06,211,5,15775,3155,2,70,2026-01-25,3,0.15,0,0.4,0,,0,1,0,0.18,Western Wear,Credit Card,22,43,6,5,Cashback,at_risk
SK001259,Pari Iyer,pari.iyer71@outlook.com,+91-9665813082,F,26,Jaipur,2025-04-16,354,8,29968,3746,5,25,2026-03-11,8,0.36,3,0.55,3,5.0,2,2,0,0.09,Ethnic Wear,Credit Card,65,56,60,9,Early Access,regular
SK001260,Pooja Khanna,pooja.khanna50@yahoo.com,+91-7913034611,F,18,Coimbatore,2025-01-19,441,28,76524,2733,9,11,2026-03-25,23,0.63,6,0.51,4,3.7,3,2,0,0.02,Ethnic Wear,UPI,84,65,100,10,Early Access,loyal
SK001261,Nisha Sharma,nisha.sharma79@yahoo.com,+91-8620922221,F,38,Coimbatore,2024-10-05,547,32,133376,4168,14,7,2026-03-29,19,0.44,12,0.43,12,4.3,4,0,1,0.06,Sportswear,UPI,93,95,100,9,Free Shipping,loyal
SK001262,Pranav Goel,pranav.goel66@yahoo.com,+91-7298784193,M,18,Surat,2025-03-28,373,36,138636,3851,10,6,2026-03-30,19,0.42,17,0.57,7,4.2,1,2,2,0.07,Accessories,COD,85,72,100,9,Cashback,loyal
SK001263,Aakash Agarwal,aakash.agarwal89@gmail.com,+91-9118438563,M,24,Pune,2026-02-04,60,2,3094,1547,0,147,2025-11-09,1,0.04,1,0.66,1,4.6,0,3,0,0.18,Ethnic Wear,COD,10,35,10,2,Discount,dormant
SK001264,Deepak Sharma,deepak.sharma38@yahoo.com,+91-7482012231,M,21,Hyderabad,2024-09-09,573,11,43373,3943,4,25,2026-03-11,8,0.44,7,0.7,2,4.5,0,2,1,0.1,Ethnic Wear,Credit Card,73,52,47,9,Free Shipping,regular
SK001265,Tanvi Jain,tanvi.jain67@gmail.com,+91-9285177142,F,44,Coimbatore,2024-09-05,577,10,35900,3590,5,25,2026-03-11,9,0.44,6,0.35,3,3.6,2,2,1,0.12,Footwear,COD,69,56,71,8,Early Access,regular
SK001266,Suresh Kulkarni,suresh.kulkarni48@outlook.com,+91-7106627426,M,40,Pune,2024-10-26,526,5,13995,2799,4,46,2026-02-18,7,0.25,3,0.22,1,4.8,0,2,0,0.08,Sportswear,Debit Card,37,51,28,6,Discount,occasional
SK001267,Megha Nair,megha.nair29@gmail.com,+91-7815593021,F,21,Lucknow,2025-10-26,161,11,21087,1917,5,30,2026-03-06,15,0.26,5,0.2,4,4.5,2,2,1,0.11,Ethnic Wear,Debit Card,56,64,85,8,Early Access,regular
SK001268,Dhruv Tiwari,dhruv.tiwari73@outlook.com,+91-8038530360,M,20,Vadodara,2024-04-28,707,2,2908,1454,4,37,2026-02-27,8,0.2,2,0.59,2,4.2,0,2,0,0.12,Ethnic Wear,Wallet,39,50,32,6,Cashback,occasional
SK001269,Shaurya Kumar,shaurya.kumar20@hotmail.com,+91-7888620767,M,27,Nagpur,2024-07-27,617,8,12016,1502,2,49,2026-02-15,3,0.29,1,0.33,2,4.4,0,1,0,0.11,Footwear,Credit Card,54,53,19,8,Free Shipping,occasional
SK001270,Jyoti Verma,jyoti.verma59@yahoo.com,+91-9720760873,F,20,Hyderabad,2024-10-13,539,5,10305,2061,1,73,2026-01-22,4,0.07,2,0.26,0,,0,2,1,0.21,Sportswear,Credit Card,22,25,14,5,Free Shipping,at_risk
SK001271,Sonal Singh,sonal.singh94@hotmail.com,+91-7358295607,F,46,Jaipur,2025-03-28,373,2,5856,2928,4,39,2026-02-25,8,0.29,5,0.58,2,3.7,0,0,0,0.08,Western Wear,Credit Card,42,77,41,5,Gift Card,occasional
SK001272,Aaradhya Iyer,aaradhya.iyer88@outlook.com,+91-8276879411,F,18,Jaipur,2024-09-24,558,2,5074,2537,4,33,2026-03-03,7,0.21,1,0.7,2,4.0,0,1,0,0.13,Sportswear,Credit Card,38,45,27,6,Cashback,occasional
SK001273,Iraa Kumar,iraa.kumar24@yahoo.com,+91-7029060469,F,50,Ahmedabad,2025-10-20,167,39,181857,4663,11,14,2026-03-22,27,0.49,7,0.57,12,4.1,4,0,2,0.06,Accessories,COD,75,95,100,8,Early Access,loyal
SK001274,Aditya Bansal,aditya.bansal45@outlook.com,+91-7121362628,M,35,Ahmedabad,2024-06-21,653,28,116592,4164,10,8,2026-03-28,30,0.58,5,0.57,7,3.8,5,2,1,0.05,Footwear,Credit Card,76,61,100,10,Exclusive Collections,loyal
SK001275,Angel Gupta,angel.gupta84@yahoo.com,+91-9645165601,F,37,Ahmedabad,2024-12-07,484,6,9312,1552,4,34,2026-03-02,8,0.28,0,0.43,2,4.1,0,1,0,0.13,Sportswear,Wallet,50,59,26,7,Free Shipping,occasional
SK001276,Rudra Singh,rudra.singh41@yahoo.com,+91-9796711173,M,33,Kochi,2025-05-27,313,36,105876,2941,12,13,2026-03-23,26,0.66,10,0.49,10,4.8,2,2,0,0.03,Accessories,Credit Card,80,81,100,8,Exclusive Collections,loyal
SK001277,Isha Pillai,isha.pillai36@hotmail.com,+91-7726636135,F,18,Ahmedabad,2024-07-13,631,15,52665,3511,4,18,2026-03-18,14,0.3,6,0.51,2,4.4,1,0,0,0.06,Accessories,UPI,70,75,66,9,Exclusive Collections,regular
SK001278,Aarush Singh,aarush.singh30@gmail.com,+91-8359643205,M,39,Kochi,2025-11-29,127,8,19400,2425,2,54,2026-02-10,4,0.24,1,0.39,2,4.2,0,0,1,0.13,Western Wear,UPI,49,52,21,8,Free Shipping,occasional
SK001279,Aakash Joshi,aakash.joshi97@yahoo.com,+91-8797750530,M,32,Noida,2025-02-21,408,5,8810,1762,4,41,2026-02-23,6,0.23,3,0.53,1,3.5,0,0,0,0.12,Sportswear,Credit Card,45,67,26,5,Gift Card,occasional
SK001280,Riya Goel,riya.goel70@gmail.com,+91-7902347820,F,22,Coimbatore,2025-02-28,401,13,28262,2174,7,18,2026-03-18,13,0.26,7,0.41,4,4.8,1,0,1,0.09,Sportswear,UPI,62,78,77,7,Exclusive Collections,regular
SK001281,Priya Sharma,priya.sharma86@outlook.com,+91-7073139799,F,42,Kochi,2024-12-25,466,9,34956,3884,5,18,2026-03-18,9,0.44,6,0.49,2,3.6,2,3,0,0.1,Accessories,Debit Card,68,38,66,8,Exclusive Collections,regular
SK001282,Pooja Goel,pooja.goel16@yahoo.com,+91-9309351884,F,41,Kolkata,2025-01-24,436,10,23830,2383,4,27,2026-03-09,11,0.4,6,0.6,2,4.1,2,2,1,0.11,Footwear,UPI,68,51,70,8,Exclusive Collections,regular
SK001283,Megha Desai,megha.desai94@gmail.com,+91-8503986125,F,42,Hyderabad,2025-11-09,147,7,12222,1746,1,85,2026-01-10,2,0.17,0,0.53,1,5.0,0,5,1,0.24,Sportswear,Wallet,20,10,9,3,Gift Card,at_risk
SK001284,Rudra Verma,rudra.verma37@hotmail.com,+91-8906626222,M,41,Bangalore,2025-07-08,271,5,15025,3005,3,54,2026-02-10,4,0.06,3,0.25,0,,0,2,0,0.16,Footwear,COD,26,38,17,3,Discount,at_risk
SK001285,Aditya Joshi,aditya.joshi69@outlook.com,+91-7896699164,M,26,Chennai,2025-03-04,397,13,24778,1906,7,16,2026-03-20,10,0.28,9,0.34,3,4.7,2,2,0,0.05,Ethnic Wear,Debit Card,71,50,82,6,Free Shipping,regular
SK001286,Pari Kumar,pari.kumar34@gmail.com,+91-7715582084,F,37,Kochi,2024-05-21,684,6,17298,2883,5,12,2026-03-24,12,0.41,3,0.52,3,5.0,0,2,0,0.06,Ethnic Wear,Debit Card,61,49,48,6,Early Access,regular
SK001287,Khushi Sharma,khushi.sharma51@yahoo.com,+91-7996765616,F,42,Ahmedabad,2025-11-10,146,8,28496,3562,6,21,2026-03-15,15,0.37,3,0.69,2,4.1,0,2,0,0.08,Sportswear,Debit Card,68,50,49,8,Early Access,regular
SK001288,Reyansh Saxena,reyansh.saxena85@yahoo.com,+91-8088723703,M,41,Chennai,2024-12-01,490,7,17780,2540,4,55,2026-02-09,3,0.27,0,0.22,1,3.6,0,2,0,0.11,Sportswear,Credit Card,42,52,11,5,Cashback,occasional
SK001289,Riya Kumar,riya.kumar72@outlook.com,+91-9780131676,F,18,Chandigarh,2025-10-26,161,5,15185,3037,1,50,2026-02-14,1,0.11,2,0.33,2,3.7,0,2,0,0.15,Footwear,COD,23,37,18,6,Discount,at_risk
SK001290,Aditya Kapoor,aditya.kapoor31@outlook.com,+91-8495741950,M,31,Pune,2025-06-03,306,29,203638,7022,12,11,2026-03-25,26,0.68,15,0.69,14,4.2,1,1,0,0.03,Ethnic Wear,Wallet,87,95,100,8,Free Shipping,loyal
SK001291,Pallavi Patel,pallavi.patel6@outlook.com,+91-8301578688,F,24,Coimbatore,2026-01-27,68,4,11408,2852,4,44,2026-02-20,4,0.29,0,0.21,2,4.2,0,0,0,0.11,Ethnic Wear,Debit Card,45,74,18,6,Cashback,occasional
SK001292,Anjali Menon,anjali.menon9@hotmail.com,+91-8704929103,F,46,Bangalore,2024-08-13,600,23,85445,3715,15,5,2026-03-31,23,0.68,19,0.36,7,4.8,2,1,1,0.07,Footwear,Credit Card,80,77,100,9,Free Shipping,loyal
SK001293,Dev Tiwari,dev.tiwari69@yahoo.com,+91-9591058012,M,31,Surat,2025-10-03,184,2,4472,2236,4,42,2026-02-22,6,0.15,1,0.46,0,,0,1,0,0.11,Footwear,Credit Card,47,56,15,5,Gift Card,occasional
SK001294,Laksh Kapoor,laksh.kapoor72@hotmail.com,+91-7878448921,M,36,Gurgaon,2024-09-10,572,9,23715,2635,7,10,2026-03-26,14,0.41,7,0.66,4,4.9,0,0,0,0.11,Footwear,Credit Card,57,77,69,6,Exclusive Collections,regular
SK001295,Ayaan Nair,ayaan.nair75@gmail.com,+91-9052612375,M,33,Kolkata,2025-07-19,260,4,8284,2071,2,59,2026-02-05,6,0.18,1,0.43,0,,0,2,0,0.14,Ethnic Wear,COD,36,36,15,8,Gift Card,occasional
SK001296,Rohan Chopra,rohan.chopra95@yahoo.com,+91-9695432365,M,45,Kochi,2025-05-29,311,3,5145,1715,1,176,2025-10-11,1,0.03,1,0.36,0,,0,3,0,0.2,Accessories,UPI,5,25,5,2,Discount,dormant
SK001297,Aryan Pandey,aryan.pandey13@yahoo.com,+91-7678770053,M,50,Bangalore,2025-09-13,204,37,223887,6051,15,2,2026-04-03,15,0.63,10,0.55,4,4.5,5,2,1,0.04,Western Wear,Debit Card,89,53,100,8,Exclusive Collections,loyal
SK001298,Rashmi Iyer,rashmi.iyer44@outlook.com,+91-7270986728,F,32,Noida,2025-11-04,152,7,13741,1963,2,59,2026-02-05,1,0.17,0,0.58,0,,0,5,1,0.19,Ethnic Wear,Wallet,34,16,2,6,Cashback,at_risk
SK001299,Yash Pillai,yash.pillai28@hotmail.com,+91-7665057592,M,34,Nagpur,2025-01-17,443,18,139158,7731,11,14,2026-03-22,16,0.69,5,0.5,5,4.1,3,1,0,0.03,Ethnic Wear,UPI,76,72,100,10,Cashback,loyal
SK001300,Aryan Rao,aryan.rao18@hotmail.com,+91-9625150785,M,45,Chandigarh,2025-04-15,355,9,33138,3682,5,32,2026-03-04,11,0.3,8,0.65,4,4.2,2,1,0,0.07,Footwear,Credit Card,71,74,86,7,Cashback,regular
SK001301,Suresh Desai,suresh.desai78@outlook.com,+91-9867121622,M,20,Nagpur,2024-07-29,615,29,92133,3177,15,4,2026-04-01,19,0.68,9,0.7,5,4.9,1,1,0,0.02,Footwear,Wallet,80,81,100,10,Exclusive Collections,loyal
SK001302,Neha Nair,neha.nair87@outlook.com,+91-8682149776,F,21,Gurgaon,2024-05-10,695,3,6393,2131,2,86,2026-01-09,1,0.1,2,0.67,2,4.7,0,4,0,0.2,Western Wear,Credit Card,30,32,18,6,Cashback,at_risk
SK001303,Vikram Agarwal,vikram.agarwal55@gmail.com,+91-7951453626,M,25,Lucknow,2025-04-28,342,6,11094,1849,3,45,2026-02-19,6,0.17,2,0.66,1,4.2,0,1,0,0.15,Ethnic Wear,Debit Card,53,57,23,6,Free Shipping,occasional
SK001304,Divya Mittal,divya.mittal35@yahoo.com,+91-8874582923,F,39,Noida,2024-08-31,582,5,14525,2905,4,56,2026-02-08,7,0.19,0,0.39,2,3.9,0,2,0,0.13,Sportswear,Credit Card,53,48,24,6,Cashback,occasional
SK001305,Riya Nair,riya.nair58@hotmail.com,+91-8009533100,F,32,Nagpur,2024-12-11,480,8,16720,2090,3,45,2026-02-19,4,0.22,5,0.34,1,4.4,0,2,0,0.11,Sportswear,Debit Card,42,40,28,8,Free Shipping,occasional
SK001306,Riya Shah,riya.shah18@hotmail.com,+91-9609272584,F,25,Bangalore,2025-12-13,113,13,34580,2660,4,33,2026-03-03,15,0.41,7,0.58,3,3.7,2,2,0,0.07,Ethnic Wear,Debit Card,63,59,86,6,Exclusive Collections,regular
SK001307,Laksh Khanna,laksh.khanna41@gmail.com,+91-9928438967,M,44,Nagpur,2025-05-16,324,10,37390,3739,4,17,2026-03-19,11,0.42,7,0.59,5,4.0,2,3,0,0.06,Sportswear,UPI,72,62,88,7,Exclusive Collections,regular
SK001308,Anvi Verma,anvi.verma17@gmail.com,+91-7478098353,F,18,Delhi,2024-08-23,590,13,43615,3355,6,17,2026-03-19,14,0.4,10,0.24,3,4.9,0,3,1,0.1,Footwear,Wallet,66,37,73,7,Free Shipping,regular
SK001309,Atharva Kumar,atharva.kumar64@outlook.com,+91-8233390931,M,25,Kochi,2025-08-18,230,7,15526,2218,4,34,2026-03-02,3,0.3,1,0.69,2,3.7,0,1,0,0.14,Western Wear,Wallet,53,46,19,5,Discount,occasional
SK001310,Aadhya Malhotra,aadhya.malhotra96@yahoo.com,+91-7833386711,F,30,Surat,2024-07-30,614,3,8088,2696,2,51,2026-02-13,7,0.21,0,0.54,1,5.0,0,2,0,0.13,Footwear,UPI,49,47,19,6,Cashback,occasional
SK001311,Angel Nair,angel.nair48@outlook.com,+91-9656363700,F,50,Vadodara,2026-02-18,46,10,38670,3867,6,25,2026-03-11,9,0.28,7,0.65,1,3.7,1,1,0,0.09,Footwear,UPI,64,51,54,7,Cashback,regular
SK001312,Shaurya Goel,shaurya.goel34@yahoo.com,+91-8412010642,M,25,Surat,2025-01-18,442,11,39677,3607,7,28,2026-03-08,13,0.33,2,0.34,4,4.3,0,0,0,0.07,Western Wear,UPI,72,73,52,9,Exclusive Collections,regular
SK001313,Dev Bhatia,dev.bhatia47@hotmail.com,+91-8325926477,M,37,Bangalore,2025-03-30,371,37,294150,7950,14,4,2026-04-01,29,0.42,9,0.34,11,4.9,1,2,2,0.06,Sportswear,Credit Card,83,76,100,8,Free Shipping,loyal
SK001314,Ritvik Malhotra,ritvik.malhotra61@outlook.com,+91-7240885243,M,30,Pune,2024-04-06,729,3,3651,1217,4,31,2026-03-05,6,0.24,0,0.65,1,4.2,0,0,0,0.13,Western Wear,Wallet,54,70,17,7,Gift Card,occasional
SK001315,Kabir Mittal,kabir.mittal64@outlook.com,+91-9253122464,M,20,Noida,2025-11-06,150,5,12085,2417,4,51,2026-02-13,5,0.3,5,0.22,0,,0,2,0,0.12,Sportswear,Credit Card,38,36,25,7,Free Shipping,occasional
SK001316,Arnav Mehta,arnav.mehta29@yahoo.com,+91-8382636334,M,37,Pune,2026-01-18,77,15,56295,3753,4,33,2026-03-03,11,0.31,6,0.61,4,4.6,1,3,1,0.11,Footwear,Credit Card,73,48,70,6,Exclusive Collections,regular
SK001317,Ananya Kumar,ananya.kumar20@outlook.com,+91-9017061124,F,29,Pune,2024-11-26,495,2,5790,2895,2,39,2026-02-25,6,0.22,1,0.52,0,,0,1,0,0.12,Ethnic Wear,COD,41,39,15,6,Cashback,occasional
SK001318,Kritika Joshi,kritika.joshi88@gmail.com,+91-7169919799,F,26,Vadodara,2024-12-20,471,10,23340,2334,4,32,2026-03-04,11,0.37,5,0.44,2,3.9,2,1,0,0.09,Footwear,Debit Card,72,53,67,9,Early Access,regular
SK001319,Aarav Iyer,aarav.iyer30@hotmail.com,+91-7943582191,M,18,Jaipur,2024-12-29,462,15,53220,3548,7,24,2026-03-12,14,0.31,5,0.46,3,4.9,0,0,1,0.09,Footwear,COD,71,73,58,6,Free Shipping,regular
SK001320,Veer Kapoor,veer.kapoor62@outlook.com,+91-9878920632,M,32,Noida,2025-08-03,245,1,2291,2291,1,166,2025-10-21,2,0.09,2,0.23,0,,0,0,0,0.12,Footwear,Wallet,13,64,10,2,Discount,dormant
SK001321,Isha Kumar,isha.kumar41@hotmail.com,+91-8039536459,F,47,Ahmedabad,2024-05-17,688,21,127533,6073,15,5,2026-03-31,19,0.61,18,0.43,13,3.5,4,1,1,0.08,Ethnic Wear,COD,92,93,100,9,Cashback,loyal
SK001322,Vihaan Goel,vihaan.goel25@outlook.com,+91-9537455542,M,25,Pune,2025-08-23,225,8,13424,1678,4,54,2026-02-10,3,0.17,3,0.53,2,3.9,0,0,1,0.14,Sportswear,UPI,37,72,25,6,Gift Card,occasional
SK001323,Pranav Khanna,pranav.khanna42@hotmail.com,+91-8030022263,M,20,Delhi,2024-12-02,489,15,29370,1958,7,23,2026-03-13,9,0.45,8,0.32,5,4.5,1,3,1,0.08,Footwear,Credit Card,63,49,77,7,Early Access,regular
SK001324,Komal Joshi,komal.joshi22@hotmail.com,+91-8221892913,F,18,Pune,2025-11-01,155,11,20218,1838,5,28,2026-03-08,11,0.43,7,0.44,4,4.2,1,2,0,0.09,Footwear,UPI,59,50,73,9,Exclusive Collections,regular
SK001325,Khushi Kapoor,khushi.kapoor61@outlook.com,+91-7132024709,F,18,Surat,2025-02-24,405,14,53116,3794,4,15,2026-03-21,9,0.33,9,0.37,2,4.1,1,2,1,0.11,Accessories,Wallet,68,42,65,8,Free Shipping,regular
SK001326,Dhruv Agarwal,dhruv.agarwal83@outlook.com,+91-9866385736,M,30,Lucknow,2025-02-11,418,12,37836,3153,7,10,2026-03-26,15,0.33,7,0.6,3,3.8,2,1,0,0.06,Western Wear,UPI,61,68,86,8,Exclusive Collections,regular
SK001327,Angel Mittal,angel.mittal27@outlook.com,+91-8634063530,F,32,Delhi,2025-06-21,288,2,5642,2821,2,50,2026-02-14,5,0.24,0,0.63,0,,0,0,0,0.15,Footwear,Debit Card,50,52,10,8,Cashback,occasional
SK001328,Kavita Saxena,kavita.saxena82@gmail.com,+91-8295672952,F,35,Ahmedabad,2024-12-30,461,28,209440,7480,9,11,2026-03-25,19,0.58,14,0.63,9,4.7,1,1,1,0.06,Ethnic Wear,Wallet,76,93,100,9,Free Shipping,loyal
SK001329,Pallavi Tiwari,pallavi.tiwari97@hotmail.com,+91-7125764655,F,31,Gurgaon,2025-11-08,148,20,126880,6344,15,10,2026-03-26,27,0.61,7,0.4,8,3.7,1,2,0,0.05,Ethnic Wear,Debit Card,76,75,100,8,Early Access,loyal
SK001330,Arnav Khanna,arnav.khanna16@yahoo.com,+91-7715336766,M,33,Kolkata,2024-05-08,697,23,127029,5523,9,5,2026-03-31,15,0.63,13,0.27,11,3.7,1,0,0,0.02,Sportswear,Wallet,90,90,100,9,Free Shipping,loyal
SK001331,Megha Rao,megha.rao16@gmail.com,+91-8365764289,F,46,Surat,2025-10-18,169,2,5742,2871,4,52,2026-02-12,5,0.16,1,0.26,1,4.7,0,0,0,0.15,Sportswear,COD,42,49,18,6,Cashback,occasional
SK001332,Saanvi Saxena,saanvi.saxena15@hotmail.com,+91-8882076271,F,44,Coimbatore,2025-03-24,377,11,24497,2227,5,20,2026-03-16,11,0.33,4,0.56,4,4.6,0,0,0,0.08,Ethnic Wear,COD,64,79,54,6,Free Shipping,regular
SK001333,Anika Menon,anika.menon40@outlook.com,+91-8690639952,F,43,Hyderabad,2024-07-08,636,20,141360,7068,13,9,2026-03-27,29,0.49,14,0.42,4,3.6,1,2,1,0.05,Footwear,Debit Card,80,58,100,9,Early Access,loyal
SK001334,Karthik Rao,karthik.rao60@outlook.com,+91-8658578635,M,42,Ahmedabad,2024-04-14,721,4,4208,1052,2,60,2026-02-04,6,0.27,5,0.65,1,4.1,0,0,0,0.08,Ethnic Wear,Wallet,37,58,32,7,Cashback,occasional
SK001335,Advik Kumar,advik.kumar63@yahoo.com,+91-7374769578,M,38,Kolkata,2024-12-03,488,8,26096,3262,7,24,2026-03-12,10,0.34,2,0.42,1,3.8,0,0,0,0.11,Accessories,UPI,72,61,31,7,Free Shipping,regular
SK001336,Anvi Sharma,anvi.sharma77@yahoo.com,+91-8685217435,F,18,Pune,2025-06-02,307,4,7380,1845,3,82,2026-01-13,3,0.17,0,0.26,1,4.0,0,4,0,0.19,Accessories,Wallet,38,30,11,6,Discount,at_risk
SK001337,Preeti Shah,preeti.shah54@outlook.com,+91-8494950989,F,29,Chandigarh,2025-11-10,146,9,20529,2281,1,54,2026-02-10,4,0.08,0,0.53,2,3.7,0,5,1,0.18,Sportswear,UPI,33,20,18,6,Discount,at_risk
SK001338,Khushi Pandey,khushi.pandey71@yahoo.com,+91-7609350330,F,34,Bangalore,2024-07-06,638,2,5206,2603,2,47,2026-02-17,8,0.21,4,0.69,1,5.0,0,0,0,0.11,Sportswear,Debit Card,37,63,33,5,Discount,occasional
